0.036818,0.033539,0.033123,0.031278,0.027377,0.028032,0.027448,0.019291,0.015651,0.018746,0.01446,0.012709,0.012942,0.015133,0.012687,0.0072425,0.0042504,0.005952,0.0098938,0.0038519,0.0017548,-0.00022118,0.0012178,0.0015149,0.0013827,0.0022283,0.00013204,-0.002111,0.0043522,0.0015389,0,-0.0019734,-0.0058677,-0.0029214,-0.0057251,-0.0029499,-0.0027295,-0.0073566,-0.0069128,-0.0077362,-0.005294,-0.0062863,-0.0083718,-0.0087213,-0.010611,-0.0090426,-0.012208,-0.010522,-0.011755,-0.0087746,-0.014626,-0.01425,-0.010041,-0.011989,-0.010848,-0.0084769,-0.009893
0.037934,0.035672,0.035882,0.034613,0.02888,0.030547,0.028578,0.020841,0.018156,0.020476,0.0166,0.014702,0.013161,0.016066,0.014732,0.0066258,0.0040069,0.0062936,0.0096722,0.0046744,0.0029654,-3.8168e-05,0.0007951,0.0012871,0.00067096,0.0014911,0,-0.0015104,0.0047799,0.0027396,0.00081139,-0.001401,-0.0062486,-0.0032612,-0.0058873,-0.0025039,-0.003737,-0.0088158,-0.0070528,-0.0084876,-0.0057906,-0.007231,-0.0088545,-0.0081324,-0.009993,-0.0078458,-0.011435,-0.010327,-0.013257,-0.0091057,-0.014099,-0.014199,-0.010395,-0.012208,-0.012134,-0.0082706,-0.010787
0.036906,0.036274,0.036005,0.032552,0.029195,0.029762,0.028165,0.020784,0.018125,0.020316,0.015196,0.013955,0.012892,0.016348,0.013639,0.0075351,0.0034977,0.0073222,0.011034,0.0053486,0.0033282,0.00027685,0.0010732,0.0021202,0.002854,0.0025638,-3.629e-05,-0.00052311,0.0048593,0.0030267,0,-0.0015584,-0.0050982,-0.0023766,-0.0044801,-0.0026419,-0.0031133,-0.0071015,-0.0057602,-0.0071883,-0.0047526,-0.0054423,-0.0084283,-0.0075081,-0.0089612,-0.0076319,-0.010985,-0.0089113,-0.011393,-0.0075139,-0.012794,-0.013724,-0.0099435,-0.012043,-0.010992,-0.006561,-0.0097723
0.037272,0.034683,0.033968,0.033477,0.02914,0.02977,0.028414,0.020798,0.017886,0.01923,0.014775,0.013523,0.012214,0.015658,0.012985,0.0076123,0.0036472,0.0066427,0.010374,0.0042606,0.0017259,-0.00094223,0.0018294,0.0016599,0.0022289,0.0021723,0,-0.0017393,0.0044578,0.0017744,0.00085026,-0.0019366,-0.006208,-0.0029551,-0.0057901,-0.0026434,-0.0028475,-0.0086602,-0.0058785,-0.0072616,-0.0050708,-0.0051675,-0.0087213,-0.0087243,-0.0095125,-0.0088167,-0.010853,-0.01023,-0.011868,-0.0082026,-0.014116,-0.014222,-0.010861,-0.01212,-0.01189,-0.006713,-0.0097191
0.038734,0.035793,0.036076,0.033213,0.028802,0.029976,0.028678,0.021032,0.01747,0.019707,0.015024,0.014859,0.012326,0.016431,0.013483,0.0075479,0.0036453,0.0067625,0.009672,0.0049752,0.001907,-0.0008514,0.00084066,0.0020016,0.0009166,0.0026706,0,-0.0022781,0.0049932,0.0017668,0.00012233,-0.0019146,-0.0059347,-0.0027455,-0.0054614,-0.0031795,-0.0028464,-0.0091179,-0.0054668,-0.0081245,-0.0051113,-0.0060882,-0.0092851,-0.0088469,-0.010617,-0.0081927,-0.011961,-0.011022,-0.013147,-0.0091714,-0.013735,-0.014227,-0.0099272,-0.011541,-0.011711,-0.0072419,-0.010617
0.036321,0.034543,0.033899,0.032573,0.028402,0.029044,0.027447,0.020391,0.016775,0.019175,0.015105,0.013949,0.013948,0.015194,0.014099,0.0083401,0.004733,0.0077493,0.010303,0.0052927,0.002401,0,0.0028557,0.0026426,0.0023355,0.0025236,-0.00029398,-0.0011254,0.0047023,0.0025762,0.001381,-0.00042665,-0.0050397,-0.0019556,-0.0043844,-0.0017926,-0.001728,-0.0073764,-0.0047865,-0.00684,-0.0044739,-0.0047731,-0.0070104,-0.0069149,-0.0091487,-0.0074507,-0.010713,-0.0093244,-0.011068,-0.0073383,-0.01278,-0.013651,-0.0090533,-0.011295,-0.010506,-0.0074523,-0.0081078
0.036631,0.035118,0.034845,0.031598,0.027137,0.029741,0.027095,0.020802,0.016637,0.020065,0.015572,0.013903,0.012905,0.015367,0.012977,0.0078906,0.0043202,0.0062061,0.010208,0.0052655,0.0027621,0.00012197,0.0019888,0.0019915,0.0011455,0.0023521,-4.6534e-05,-0.00083751,0.0041107,0.0022379,0,-0.0020613,-0.0064787,-0.0042183,-0.0056135,-0.002223,-0.0025501,-0.0071603,-0.0055682,-0.0068589,-0.0056269,-0.0050106,-0.0074676,-0.008573,-0.0097281,-0.0075541,-0.011029,-0.010216,-0.012455,-0.0085878,-0.013749,-0.014121,-0.0096382,-0.011589,-0.010172,-0.0069406,-0.0098287
0.035694,0.033536,0.033123,0.031414,0.028009,0.029313,0.027155,0.019981,0.017208,0.019534,0.015981,0.014356,0.013377,0.015909,0.013401,0.0079426,0.004544,0.0070937,0.010088,0.0047065,0.0023855,0,0.0013348,0.0025424,0.002307,0.001841,-0.00014638,-0.00040065,0.0037326,0.0019969,0.0007161,-0.0012246,-0.0058991,-0.0026169,-0.0041032,-0.0018439,-0.0022088,-0.0067532,-0.005822,-0.005957,-0.0053972,-0.0054462,-0.0069964,-0.006846,-0.0089929,-0.008009,-0.011416,-0.0096913,-0.011589,-0.0070515,-0.01232,-0.013898,-0.0089647,-0.011116,-0.010934,-0.0071517,-0.0086384
0.039274,0.036538,0.035159,0.03351,0.028497,0.030821,0.02947,0.021009,0.018068,0.019596,0.016971,0.014814,0.01371,0.01625,0.013604,0.0075797,0.0050171,0.0064618,0.0098475,0.0043631,0.0017499,-0.00037475,0.0014949,0.0017605,0.0011016,0.0021194,0.00076897,-0.0020269,0.0039192,0.0017795,0,-0.0021157,-0.0059949,-0.0033222,-0.0047866,-0.0025157,-0.0029716,-0.0087208,-0.0068856,-0.0081969,-0.0050378,-0.0055725,-0.0092767,-0.0080375,-0.010404,-0.0087356,-0.011042,-0.01089,-0.011752,-0.0081499,-0.01405,-0.013724,-0.0097764,-0.012068,-0.011681,-0.0076158,-0.010356
0.037167,0.036122,0.035634,0.033376,0.027975,0.029821,0.028162,0.021504,0.017627,0.019526,0.015633,0.01368,0.012021,0.016192,0.013846,0.0071252,0.0039665,0.0073039,0.010233,0.0047809,0.0024166,0.00042569,0.0007893,0.00055201,0.0018128,0.0021523,0,-0.0015903,0.0042808,0.0021169,-0.00037328,-0.0022654,-0.0054417,-0.004258,-0.0056666,-0.0028291,-0.0026008,-0.0089096,-0.0067147,-0.0080305,-0.00648,-0.0053445,-0.0093476,-0.0091234,-0.010699,-0.0089398,-0.011255,-0.010499,-0.012053,-0.0081315,-0.014063,-0.014315,-0.010301,-0.012141,-0.012209,-0.0078738,-0.010745
