17.54,14.623,14.253,12.611,9.1404,9.7232,9.2034,1.9466,-1.2919,1.4615,-2.3522,-3.9098,-3.7025,-1.7536,-3.9292,-8.7734,-11.436,-9.9216,-6.4145,-11.79,-13.656,-15.414,-14.134,-13.869,-13.987,-13.235,-15.1,-17.095,-11.345,-13.848,-15.217,-16.973,-20.438,-17.816,-20.311,-17.842,-17.646,-21.762,-21.368,-22.1,-19.927,-20.81,-22.666,-22.977,-24.658,-23.262,-26.078,-24.578,-25.676,-23.024,-28.23,-27.895,-24.151,-25.884,-24.869,-22.759,-24.019
16.63,14.725,14.902,13.835,9.0084,10.412,8.7542,2.2419,-0.017778,1.935,-1.3279,-2.925,-4.2224,-1.7777,-2.9001,-9.7234,-11.928,-10.003,-7.1592,-11.366,-12.804,-15.333,-14.631,-14.217,-14.736,-14.045,-15.301,-16.572,-11.277,-12.994,-14.618,-16.48,-20.56,-18.046,-20.256,-17.408,-18.446,-22.721,-21.237,-22.445,-20.175,-21.387,-22.754,-22.146,-23.712,-21.905,-24.925,-23.993,-26.459,-22.965,-27.168,-27.252,-24.05,-25.576,-25.514,-22.262,-24.38
16.234,15.686,15.452,12.453,9.5384,10.031,8.6441,2.2351,-0.073854,1.8289,-2.6168,-3.6948,-4.6174,-1.6163,-3.9693,-9.269,-12.775,-9.4539,-6.2304,-11.168,-12.922,-15.571,-14.88,-13.971,-13.334,-13.586,-15.843,-16.266,-11.592,-13.184,-15.812,-17.165,-20.239,-17.875,-19.702,-18.106,-18.515,-21.978,-20.814,-22.054,-19.939,-20.537,-23.13,-22.331,-23.593,-22.439,-25.351,-23.55,-25.705,-22.336,-26.921,-27.729,-24.446,-26.269,-25.356,-21.509,-24.297
16.897,14.648,14.027,13.601,9.834,10.381,9.2031,2.5882,0.058803,1.2262,-2.644,-3.7311,-4.8685,-1.8767,-4.1988,-8.8652,-12.309,-9.7074,-6.4663,-11.777,-13.978,-16.296,-13.888,-14.035,-13.541,-13.59,-15.477,-16.988,-11.605,-13.936,-14.739,-17.159,-20.87,-18.044,-20.507,-17.773,-17.951,-23,-20.583,-21.785,-19.882,-19.966,-23.053,-23.055,-23.74,-23.136,-24.904,-24.363,-25.786,-22.602,-27.738,-27.83,-24.912,-26.005,-25.805,-21.308,-23.919
17.305,14.82,15.06,12.642,8.9154,9.9066,8.8102,2.3523,-0.6567,1.2332,-2.7227,-2.8621,-5.0019,-1.5343,-4.0241,-9.0378,-12.334,-9.7012,-7.2436,-11.211,-13.803,-16.133,-14.703,-13.723,-14.639,-13.158,-15.413,-17.338,-11.196,-13.921,-15.31,-17.031,-20.426,-17.732,-20.027,-18.099,-17.818,-23.115,-20.031,-22.276,-19.731,-20.556,-23.256,-22.886,-24.381,-22.334,-25.517,-24.724,-26.519,-23.16,-27.015,-27.431,-23.799,-25.162,-25.305,-21.531,-24.381
16.507,14.914,14.337,13.149,9.4119,9.9868,8.556,2.2345,-1.005,1.1454,-2.5013,-3.5371,-3.5383,-2.422,-3.4027,-8.5624,-11.794,-9.0918,-6.8041,-11.293,-13.884,-16.035,-13.476,-13.667,-13.942,-13.774,-16.298,-17.043,-11.822,-13.727,-14.797,-16.417,-20.55,-17.787,-19.963,-17.641,-17.583,-22.644,-20.323,-22.163,-20.043,-20.311,-22.316,-22.23,-24.232,-22.71,-25.633,-24.389,-25.952,-22.61,-27.485,-28.265,-24.146,-26.155,-25.447,-22.712,-23.299
16.986,15.645,15.404,12.525,8.5704,10.879,8.5331,2.9549,-0.73745,2.3008,-1.6814,-3.1617,-4.0459,-1.8636,-3.9825,-8.4912,-11.656,-9.9845,-6.4368,-10.818,-13.038,-15.378,-13.723,-13.721,-14.471,-13.401,-15.527,-16.229,-11.842,-13.502,-15.486,-17.314,-21.23,-19.226,-20.463,-17.457,-17.747,-21.834,-20.422,-21.567,-20.474,-19.928,-22.106,-23.086,-24.11,-22.183,-25.264,-24.543,-26.528,-23.099,-27.675,-28.005,-24.03,-25.76,-24.503,-21.639,-24.199
16.325,14.382,14.01,12.471,9.4043,10.578,8.6346,2.1734,-0.32424,1.7711,-1.4289,-2.8929,-3.7749,-1.4942,-3.7526,-8.6689,-11.73,-9.4336,-6.7364,-11.584,-13.674,-15.822,-14.62,-13.533,-13.745,-14.164,-15.954,-16.183,-12.461,-14.024,-15.178,-16.925,-21.136,-18.179,-19.518,-17.483,-17.812,-21.905,-21.066,-21.188,-20.683,-20.728,-22.124,-21.988,-23.922,-23.036,-26.104,-24.551,-26.26,-22.173,-26.919,-28.34,-23.897,-25.834,-25.67,-22.264,-23.603
17.537,15.226,14.061,12.667,8.4312,10.395,9.2538,2.1042,-0.38041,0.91026,-1.3077,-3.1303,-4.0626,-1.917,-4.1526,-9.2427,-11.408,-10.187,-7.3265,-11.961,-14.169,-15.964,-14.384,-14.16,-14.716,-13.856,-14.997,-17.36,-12.336,-14.144,-15.647,-17.435,-20.713,-18.454,-19.692,-17.773,-18.158,-23.016,-21.465,-22.573,-19.904,-20.356,-23.486,-22.439,-24.438,-23.028,-24.977,-24.849,-25.577,-22.533,-27.518,-27.243,-23.908,-25.844,-25.517,-22.082,-24.398
16.697,15.796,15.375,13.43,8.775,10.366,8.9357,3.1975,-0.1437,1.4932,-1.8624,-3.5454,-4.9753,-1.3801,-3.4025,-9.1944,-11.917,-9.0405,-6.516,-11.215,-13.253,-14.968,-14.655,-14.859,-13.773,-13.48,-15.335,-16.706,-11.646,-13.511,-15.657,-17.288,-20.025,-19.005,-20.219,-17.773,-17.577,-23.014,-21.122,-22.256,-20.92,-19.941,-23.391,-23.198,-24.556,-23.04,-25.035,-24.384,-25.723,-22.343,-27.455,-27.673,-24.213,-25.799,-25.858,-22.121,-24.596
