0.27787,1.3456,0.83751,-0.3276,0.80784,-0.2054,-0.26708,-0.19786,0.60524,0.049425,-0.17946,-0.53674,-0.23603,-0.13442,-0.1158,0.80653,-0.27338,0.40871,-0.33433,0.53207,0.22545,-0.91717,-0.83478,0.013159,-0.48456,0.32277,-0.26695,0.098262,-0.58227,0.23564,0.60278,-0.45967,-0.36156,-0.92011,0.30617,0.97565,-0.13417,-0.13247,0.29206,-0.36661,0.92336,0.70644,-0.68356,-0.28936,0.16095,0.58898,0.13317,0.049148,0.28985,0.61832,-0.32673,0.10886,0.6592,0.015906,0.17505,-0.22325,-0.16719,0.38111,-0.16921,-0.40406,0.31904,-0.19903,-0.19177,0.33369,-0.04493,-0.17148,0.69974,0.61828,0.050352,-0.20693,0.37581,1.1256,0.42284,0.71991,-0.41686,-1.2625,-0.33195,0.17416,0.75416,0.010632,0.04714,-0.78262,0.30822,-0.12244,0.30689,0.055396,0.50062,-0.025821,-0.50936,-0.064801,0.17916,-0.15595,-0.18558,0.15136,-0.33886,0.84341,-0.00018596,-0.39426,-0.003787,-0.58837
-0.80574,-0.38193,-0.52517,-0.27931,-0.60817,-0.17005,0.11847,0.35918,0.60986,-0.22145,-1.2374,0.14781,0.062477,0.13516,0.080604,0.52904,-0.7033,1.0276,-0.9527,0.11103,-0.75739,0.29879,0.81902,-0.10779,0.86427,0.28017,-0.59183,-0.15067,-0.41276,0.15286,-0.81432,-0.15875,0.087974,-0.91635,0.22952,0.8195,0.30102,0.70279,0.39214,-0.034238,-0.49693,-0.51644,0.015203,-0.42202,0.96686,0.091153,-0.11707,-0.48109,0.73116,0.24992,0.039606,-0.74243,-0.13575,0.21699,0.2644,0.13829,0.05298,0.25864,-0.21054,-0.44571,-0.39091,-0.0040619,-0.11601,0.44159,-1.2358,-0.6808,-0.025821,0.87092,0.3857,0.26924,-0.32169,-0.55228,-0.52731,-0.30015,0.27574,0.11095,0.30979,0.47476,0.14752,-0.30436,0.24315,0.18857,-0.23027,-0.13778,0.014751,0.56998,1.051,-0.35318,-0.45406,-0.11882,-0.11739,-0.42904,-0.16649,0.43122,0.0088978,0.62252,-0.28695,0.26989,0.065698,-0.36255
0.46928,-0.10225,-0.30488,-0.87999,-0.21121,-0.027719,-0.92242,-0.32437,-0.0047385,-0.25012,0.68139,0.079549,-0.16622,0.42696,-0.31204,-0.27941,0.68273,0.51351,0.89476,0.47095,-0.37196,0.93072,-0.16543,0.28857,0.36231,-0.32844,0.55275,-0.6522,0.075492,0.15555,0.27493,-0.61412,-0.063308,0.049088,0.16527,0.1699,-0.60539,0.37536,-0.061613,0.4619,-0.11827,0.40703,0.16852,0.15311,0.23979,-0.15225,0.7874,0.13093,0.27973,0.64929,-0.086233,-0.32257,-0.47548,0.79923,0.66438,-0.44708,0.84237,0.48671,-0.393,0.034675,0.47469,0.33388,0.037513,-1.1003,0.11595,-1.3125,-0.63131,0.47216,-0.22905,0.50031,0.25963,-0.53181,-0.658,-0.0019376,0.84421,0.19307,-0.48823,-0.41951,-0.314,0.24369,0.016625,0.59508,-0.089475,-0.9787,-0.29367,-0.12315,-0.13047,-0.626,-0.27669,-0.12933,0.47045,0.81605,-0.21885,0.011559,0.64981,-0.050989,0.069486,-0.53158,-0.30239,0.081213
-0.25676,-0.8678,0.89372,-0.21122,-0.50009,-0.51365,0.75012,-0.088937,-0.14618,-0.46367,0.092951,0.15508,0.081975,0.68119,0.4406,0.45623,-1.4843,-0.26613,-0.82375,-0.082627,0.31419,0.24742,-0.32122,0.3729,0.25233,0.28572,0.035539,-0.29738,-1.0184,0.27417,-0.44766,0.43285,-0.031406,0.56052,-0.24242,-0.30288,-0.3489,-0.67858,-0.60822,-0.36791,-0.26695,-0.0645,-1.4669,-0.58184,0.77488,-0.22379,0.71619,-0.075826,0.44025,0.27453,-0.3891,0.018831,0.17964,-0.20628,-0.64042,-0.74742,-0.65608,0.26034,-0.058042,0.57627,0.03492,-0.95683,-0.13329,0.40992,-0.037956,0.12973,0.19224,0.061175,0.35017,0.0029745,-0.038761,0.019578,0.66728,-0.63212,-0.46288,0.092374,0.88236,-0.36956,-0.72166,0.46514,-0.77875,0.90307,0.39817,-0.22547,0.0038291,-0.037415,0.45433,0.29727,-0.49353,0.79772,0.01766,-0.121,0.79459,-0.041233,0.4721,-0.10571,0.23159,-0.97468,0.99221,-0.081532
0.38557,-0.53831,0.17481,-0.46694,0.030117,-0.12981,0.34765,0.5517,0.29975,-0.39558,0.42856,-0.041623,0.69621,0.53829,-0.057652,-0.085546,0.046187,0.46455,0.60168,0.13036,-0.34471,-0.20673,0.11306,0.42324,0.63284,-0.58419,0.10976,-0.33187,-0.76268,0.26172,0.11019,0.57304,0.92495,-0.50588,0.33041,0.051465,0.2197,-0.42327,-0.66765,-0.47986,-1.197,0.91155,-0.81678,1.0923,-0.81102,0.012158,-0.62067,-0.40911,0.1851,0.35156,0.39239,-0.099832,-0.20918,-0.70318,-0.67485,0.11994,-0.272,-0.63782,0.82947,0.83537,-0.011806,0.99755,0.23823,-0.46607,-0.63312,-0.83961,0.66524,0.27931,0.40729,-0.14735,0.12294,0.21612,0.062649,-0.37604,-0.033696,-0.24732,0.31996,-0.52956,-0.37111,0.21046,0.46039,0.18634,0.30416,0.5796,-0.66744,-0.029074,0.62232,-0.17261,-0.24086,0.31673,-0.18946,-0.27992,-0.84213,-0.54756,0.55624,0.077598,0.07511,-0.72297,0.46456,-0.42299
1.376,0.023182,-0.47582,1.9241,0.29355,0.12548,-0.16643,0.022358,-0.29791,-1.1028,-0.1321,-0.50622,0.71713,-0.48778,0.77129,-0.87588,-0.93374,-0.47762,0.65526,-0.053151,0.24157,-0.56887,-0.18893,-0.010848,-0.12696,0.99456,-0.1589,-0.3061,0.52353,0.4671,-0.097713,-0.48395,-0.1991,-0.50151,-0.66882,0.11997,0.32807,-0.022713,0.025273,0.34583,-0.39857,0.25987,0.15816,0.34239,-0.19517,0.37014,-0.32815,0.60622,-0.75531,0.49625,1.3966,0.28219,0.26214,0.35993,0.046941,0.16311,-0.47358,-0.31698,0.73698,0.28607,-0.062335,0.83126,-0.035742,0.20544,-0.80657,0.076239,-0.25716,0.10684,0.4222,0.167,-0.28808,-0.082227,-0.63853,0.14204,0.2065,0.72184,0.27754,-0.32366,0.65711,0.29501,-0.045878,0.73303,-0.37167,-0.42712,0.154,0.51854,0.44296,-0.65301,-0.021577,0.091665,-0.61014,0.11601,0.24456,0.40736,-0.2777,0.21217,0.53263,0.07348,0.35215,0.66702
-0.4146,-0.4159,0.14282,-0.76843,-0.79327,0.054072,-0.40083,0.4337,-0.18539,0.32511,-0.2634,-0.044765,0.46992,0.27672,0.022221,-0.24586,-0.42364,0.79859,-0.2393,0.1241,0.41352,0.032704,0.59521,-0.25528,-0.0075567,0.41141,0.78607,-0.10734,0.01475,-0.1482,0.59263,1.1514,0.51563,0.22963,-0.31467,-0.5405,0.14716,0.59745,0.076879,-0.17235,-0.20639,-0.16695,-0.093332,0.44038,-0.11981,0.9241,0.097187,-0.70108,0.13184,-1.4245,-0.34628,0.26904,0.14229,-0.33447,-0.16376,0.0534,0.55632,-0.15523,0.081322,-0.91689,-0.20535,0.45576,-0.093191,-0.093929,-0.65236,0.87092,0.51657,-0.18256,0.75183,-0.24082,-0.28453,0.25091,0.53565,-0.37925,-0.57295,-0.51345,0.078302,0.42923,0.3566,-0.13988,-0.24804,-0.48835,-0.49365,0.78833,0.10614,0.42556,0.018011,0.47057,-0.47046,0.27399,0.47364,-0.068095,0.1182,0.31295,0.012597,0.31401,0.62974,0.5882,-0.059519,-0.18391
-0.16921,0.16073,-0.79088,-0.11078,-0.64052,-0.16566,0.16316,-0.19813,-0.065249,-0.37986,-0.28993,-0.84988,0.15885,-0.022103,0.6032,-0.68481,0.26182,-0.9395,-0.60619,-0.401,-0.51831,-0.36408,-0.58979,0.80276,0.76811,-1.0474,-0.77118,-0.11855,1.2322,0.32189,-0.07033,-0.14181,0.19819,0.4498,0.87935,0.46578,1.0859,0.25517,0.89348,0.16291,0.045535,-0.090685,-0.10072,0.58886,0.39625,0.67155,0.01779,-0.43487,0.1816,-0.21937,-0.38054,0.14767,-0.17782,0.28114,0.045041,0.86276,-0.91454,-0.21034,0.42404,-0.61352,-0.30085,-0.21382,-0.24704,-0.41727,-0.38019,-0.77111,0.27455,-0.81761,-0.98786,0.043881,-0.57871,0.11703,0.071582,-0.87258,-0.81546,1.2917,0.31742,0.90354,-0.16328,-0.063031,-0.78289,-0.86619,-0.4075,-0.47384,-0.22017,-0.66751,0.2426,-0.55514,0.7519,-0.36545,1.061,-0.38147,0.20869,-0.14257,0.040686,-0.44308,-0.70034,-0.27763,0.1858,0.055659
0.88101,0.54669,-0.78348,-0.35135,1.012,0.03315,1.0928,-0.26956,-0.22528,0.079576,-1.1993,-0.34264,-0.43391,-0.092969,-0.46168,1.0236,0.21596,0.15573,0.69939,0.32308,0.33067,-0.48895,-1.0456,-0.084061,0.66219,0.20766,-0.68689,-0.34013,0.22335,0.84161,0.40525,-0.11264,0.51039,-0.15715,-0.18419,-0.085542,-0.25289,-0.69878,0.22681,0.7222,-0.77453,0.46321,0.035806,-1.4852,-0.050901,0.096851,1.2534,0.51436,-0.8411,-0.18272,-0.068613,-0.21208,-0.74383,0.1493,0.25763,-0.21001,-0.012717,1.3561,0.4527,0.16316,-0.13597,0.36502,0.82167,-0.087883,1.0378,0.17956,-0.92917,-0.65367,-0.99473,-0.66453,0.23729,0.25158,0.26938,0.43361,-0.45167,0.05199,-0.95013,0.6621,-0.80811,0.045773,0.02724,-0.035513,0.84152,-0.16481,-0.48709,-0.3878,-0.092468,0.6774,-0.95792,-1.2575,0.86889,0.53461,-0.29906,-0.64931,0.54413,0.40046,0.16352,-0.27624,-0.03457,-0.65056
0.71389,-0.20261,0.2931,-0.076066,0.3539,-0.25236,0.16613,0.65911,-0.35252,-0.34685,0.27948,0.19094,-0.064534,0.48245,0.041223,1.3583,0.20283,-0.44328,0.28469,-0.81457,-0.062166,-0.30108,0.37471,-0.21137,-0.7491,-0.15537,0.60757,0.68607,0.34037,-0.37166,-0.60042,0.53214,0.055635,0.11504,0.63269,-0.70974,-0.28271,0.68983,0.018826,0.14178,0.049901,0.46748,-0.5815,-0.24043,-0.20798,0.029198,0.35256,0.30114,0.034422,-0.59773,-0.18079,-0.5507,-0.44144,0.53047,-0.1832,0.83194,0.21567,-1.3376,-0.42104,-0.33485,0.252,0.47249,-0.82998,0.5616,-0.076154,-0.13801,-0.059387,-0.66558,-0.097871,0.19507,-0.43264,-0.63774,-0.1704,-0.26509,-0.16045,-0.14044,0.30585,-0.42832,0.67052,-0.60569,0.81839,-0.21196,0.78867,-0.13321,-0.22844,0.44559,-0.64784,0.042704,0.11934,-0.37787,-0.29013,0.12059,0.041957,0.46133,0.61803,-0.19288,-0.74699,0.41233,0.29416,-0.077728
